GENHLTH	EXERANY	HTF	HTI	SMOKE100	WEIGHT	WTDESIRE	AGE	SEX	HEIGHT_IN_INCHES	BMI
1	1.0	5	4	2	168	150.0	36	2	64	28.833984375
2		5	0	1	170		35	2	60	33.19722222222222
2		5	5	1	130		62	2	65	21.630769230769232
1		5	2	2	125		47	2	62	22.86030176899063
2		5	5	1	179		34	2	65	29.783905325443786
3		5	9	1	205		39	1	69	30.26990128124344
1		5	8	1	180		42	1	68	27.3659169550173
2		6	0	2	182		30	1	72	24.680941358024693
2		5	9	2	210		50	1	69	31.008191556395715
4		5	10	1	250		62	1	70	35.86734693877551
3		5	9	1	210		45	1	69	31.008191556395715
3		5	2	2	110		45	2	62	20.117065556711758
3		5	9	1	154		40	1	69	22.73934047469019
5		5	4	1	140		73	2	64	24.0283203125
2		5	8	2	175		33	1	68	26.605752595155707
2		5	4	1	117		37	2	64	20.080810546875
3		6	4	2	250		26	1	76	30.42763157894737
1		5	8	1	130		79	2	68	19.764273356401386
3		6	1	1	155		43	2	73	20.447551135297427
2	1.0	5	6	2	165		31	2	66	26.62878787878788
3		5	4	1	180		62	2	64	30.8935546875
3		5	6	2	140		48	1	66	22.594123048668507
1		5	4	2	220		35	2	64	37.7587890625
3		6	3	2	197		46	1	75	24.620622222222224
2	1.0	5	3	2	110		32	2	63	19.48349710254472
1		5	8	2	160		24	2	68	24.325259515570938
3		5	7	2	186		32	2	67	29.128536422365784
2	1.0	5	3	2	128		81	2	63	22.67170571932477
1		5	7	2	135		29	2	67	21.14167966139452
2		5	11	1	205		62	1	71	28.5885736956953
4		5	7	1	154		57	1	67	24.11717531744264
1		5	8	2	160		64	1	68	24.325259515570938
4		6	4	1	240		24	1	76	29.210526315789473
2	2.0	5	6	2	115		41	2	66	18.559458218549125
2		6	0	2	365		44	1	72	49.49749228395061
1		5	10	1	182		38	1	70	26.111428571428572
4	1.0	5	8	2	215		48	2	68	32.68706747404844
3		5	0	2	158		23	1	60	30.85388888888889
4		5	3	1	169		23	2	63	29.93373645754598
4		4	10	1	120		37	2	58	25.07728894173603
5		5	2	1	120		64	2	62	21.94588969823101
2	1.0	5	8	1	153		40	2	68	23.261029411764707
3		6	3	2	340		35	1	75	42.492444444444445
2		5	11	1	230		50	1	71	32.0749851219996
2		5	5	1	130		40	2	65	21.630769230769232
1		5	7	2	110		40	2	67	17.226553798173313
5		5	4	1	200		57	2	64	34.326171875
2		6	0	1	198		29	1	72	26.850694444444446
1		5	3	1	120		40	2	63	21.25472411186697
4	2.0	5	4	1	250		59	2	64	42.90771484375
2		6	0	1	195		34	1	72	26.44386574074074
1		5	5	1	150		32	2	65	24.958579881656807
2		5	7	2	200		50	2	67	31.32100690576966
4		5	1	1	170		38	2	61	32.117710292932
3		5	3	1	135		50	2	63	23.911564625850342
3	1.0	5	3	2	230		22	1	63	40.73822121441169
2		5	9	1	175		40	1	69	25.84015963032976
2		5	7	2	148		9	2	67	23.177545110269545
2	1.0	5	3	2	140		72	2	63	24.797178130511462
3		5	11	1	135		22	1	71	18.826621702043244
1	1.0	5	11	2	172		71	1	71	23.986510612973618
4		5	2	1	309		43	2	62	56.51066597294485
3		5	10	2	210		38	1	70	30.12857142857143
2		5	11	1	160		25	1	71	22.313033128347552
2		5	9	1	140		33	2	69	20.67212770426381
1		5	9	1	145		70	1	69	21.41041797941609
2	2.0	6	0	2	200		42	1	72	27.12191358024691
3		5	6	1	135		66	2	66	21.787190082644628
2		5	10	2	174		73	1	70	24.963673469387757
3		5	7	1	165		45	2	67	25.83983069725997
4		6	0	1	503		26	1	72	68.21161265432099
3	2.0	5	7	1	145		33	1	67	22.707730006683004
1	2.0	5	7	2	170	150.0	26	1	67	26.622855869904207
2		5	8	1	150		70	2	68	22.80493079584775
2	2.0	5	7	1	255		51	2	67	39.934283804856314
3		5	10	1	163		67	1	70	23.385510204081633
2		5	3	2	130		65	2	63	23.025951121189216
2		5	7	2	124		49	2	67	19.419024281577187
1		5	8	2	160		40	2	68	24.325259515570938
1	1.0	5	7	1	150		38	2	67	23.49075517932724
2	1.0	5	5	1	200		48	2	65	33.27810650887574
4		5	2	2	125		74	2	62	22.86030176899063
1		6	1	1	185		44	1	73	24.405141677613063
3	9.0	5	9	2	155		57	1	69	22.886998529720646
2		5	8	1	185		28	1	68	28.126081314878896
1		5	10	2	155		53	1	70	22.237755102040815
2		5	9	1	155		32	2	69	22.886998529720646
3		5	4	1	190		39	2	64	32.60986328125
2		5	7	2	185		29	2	67	28.971931387836936
4		6	0	2	195		64	1	72	26.44386574074074
1		5	6	2	110		55	2	66	17.752525252525253
2		6	2	2	260		38	1	74	33.37837837837838
2		6	1	2	289		33	1	73	38.12478889097392
3		5	3	2	140		65	2	63	24.797178130511462
2		5	4	2	170		45	2	64	29.17724609375
5		5	9	1	150		72	1	69	22.148708254568366
3		5	6	1	160		26	2	66	25.821854912764003
3		5	2	2	105		24	2	62	19.202653485952133
2		6	3	2	205		50	1	75	25.620444444444445
2		5	3	2	125		36	2	63	22.140337616528093
3	1.0	6	0	1	340	220.0	48	1	72	46.10725308641975
1		5	4	2	130		21	2	64	22.31201171875
3	2.0	5	9	1	156		43	1	69	23.0346565847511
2		5	7	1	168		46	2	67	26.309645800846514
1		5	7	1	158		45	2	67	24.743595455558033
4		5	5	1	155		73	2	65	25.790532544378696
5		5	4	1	180		58	2	64	30.8935546875
3		5	5	2	137		37	2	65	22.795502958579878
2		6	0	2	175		43	1	72	23.731674382716047
3		6	0	1	196		58	1	72	26.579475308641975
3		5	10	2	190		59	2	70	27.259183673469387
4		5	10	1	132		91	1	70	18.93795918367347
3		5	4	2	102		24	2	64	17.50634765625
1	1.0	5	10	1	180		65	1	70	25.82448979591837
3	1.0	5	4	1	179		48	2	64	30.721923828125
4		5	6	2	175		38	2	66	28.242653810835627
1		5	5	2	142		28	2	65	23.627455621301774
2		5	4	1	135		27	2	64	23.170166015625
1		5	9	2	125		30	2	69	18.457256878806973
1	1.0	6	0	2	180		23	1	72	24.409722222222225
1		5	8	2	175		74	1	68	26.605752595155707
1		6	1	2	195		41	1	73	25.724338525051607
5		5	2	1	139		77	2	62	25.420655567117585
4	2.0	5	10	1	135		21	1	70	19.368367346938776
3		5	6	2	147		84	1	66	23.72382920110193
3	1.0	5	10	2	175		46	1	70	25.107142857142854
4		5	11	2	218		62	1	71	30.401507637373538
2		5	5	1	136		71	2	65	22.6291124260355
2		5	9	2	190		34	1	69	28.0550304557866
1		5	10	2	145		27	2	70	20.803061224489795
3		5	9	1	160		21	1	69	23.625288804872927
1		5	9	2	140		37	2	69	20.67212770426381
3		5	0	2	178		66	2	60	34.75944444444444
2		5	6	1	135		61	2	66	21.787190082644628
5		5	2	1	150		70	2	62	27.43236212278876
3		5	11	2	180		47	1	71	25.102162269390995
2		5	2	2	140		48	1	62	25.60353798126951
2		5	8	1	190		45	1	68	28.886245674740483
4		5	10	2	185		23	2	70	26.541836734693877
3		5	6	2	160		46	1	66	25.821854912764003
2		6	1	1	200		50	1	73	26.383936948770877
3		5	6	1	158		70	1	66	25.499081726354454
2		5	0	1	125		28	2	60	24.409722222222225
2		5	3	2	130		56	2	63	23.025951121189216
2		5	4	1	155		31	2	64	26.602783203125
1		5	8	1	170		31	1	68	25.84558823529412
5	2.0	5	6	1	195	160.0	71	2	66	31.47038567493113
2		5	1	1	110		69	2	61	20.782047836603063
2	1.0	5	11	2	185		30	1	71	25.799444554651853
5	2.0	5	10	1	187		49	1	70	26.828775510204082
1		6	0	2	185		40	1	72	25.087770061728396
3		5	2	1	200		31	2	62	36.57648283038502
2	1.0	5	8	2	150		51	1	68	22.80493079584775
4	1.0	5	5	2	125		37	2	65	20.798816568047336
3	1.0	5	2	1	115		30	2	62	21.031477627471386
3		6	1	1	200		22	1	73	26.383936948770877
3		5	7	1	160		52	2	67	25.05680552461573
2	1.0	5	3	1	140		35	2	63	24.797178130511462
3	1.0	5	7	2	180		30	2	67	28.188906215192695
4		5	7	1	285		34	2	67	44.632434840721764
3		5	6	1	140		64	2	66	22.594123048668507
3		5	7	1	200		60	2	67	31.32100690576966
1		5	9	2	195		31	2	69	28.793320730938877
2		5	10	2	140		73	1	70	20.085714285714285
2		5	10	2	160		34	1	70	22.955102040816328
1	1.0	5	11	2	145		22	2	71	20.221186272564967
2		5	10	1	180		32	1	70	25.82448979591837
2	2.0	5	4	1	120		83	2	64	20.595703125
3		5	5	2	165		32	2	65	27.454437869822485
3		5	1	2	148		58	2	61	27.96130072561139
1		5	7	2	120		47	2	67	18.792604143461794
3		6	1	2	249		41	1	73	32.84800150121974
5		5	9	2	208		78	2	69	30.712875446334802
1	1.0	6	2	2	195		25	2	74	25.033783783783786
3		5	9	1	200		44	1	69	29.531611006091154
3		5	5	1	195		23	2	65	32.44615384615385
2	2.0	5	5	1	165		72	2	65	27.454437869822485
2		5	1	1	147		37	2	61	27.77237301800591
1		5	11	2	173		22	1	71	24.125967070025787
2		5	4	2	128		36	2	64	21.96875
4		5	6	2	196		51	2	66	31.631772268135904
1		5	3	2	139		20	2	63	24.62005542957924
2	1.0	5	0	1	100		27	2	60	19.527777777777775
3		5	9	1	185		24	1	69	27.31674018063432
1		5	3	2	118		26	2	63	20.90047871000252
2		5	10	2	165		37	1	70	23.672448979591838
2		5	6	2	195		40	1	66	31.47038567493113
3		5	5	1	160		27	2	65	26.622485207100592
3	2.0	6	0	1	175		41	1	72	23.731674382716047
2	9.0	5	0	2	120		32	2	60	23.433333333333334
2		5	9	1	155		37	2	69	22.886998529720646
2		5	2	1	102		38	2	62	18.654006243496358
1		5	8	2	160		83	1	68	24.325259515570938
2		6	1	1	210		35	2	73	27.70313379620942
3		6	8	1	290		24	1	80	31.8546875
2		5	6	1	185		20	2	66	29.85651974288338
2		5	10	2	170		32	2	70	24.389795918367348
2		5	2	2	120		28	2	62	21.94588969823101
2		6	0	2	170		24	1	72	23.053626543209877
3	1.0	5	2	2	135		28	2	62	24.689125910509887
4		5	3	1	160		80	2	63	28.339632149155957
1		5	3	2	135		24	1	63	23.911564625850342
3		5	2	2	150		83	2	62	27.43236212278876
3		5	0	2	118		51	2	60	23.04277777777778
3		5	4	2	180		25	2	64	30.8935546875
3		5	10	2	190		76	1	70	27.259183673469387
2		5	5	2	175		72	2	65	29.118343195266274
3		5	5	1	200		62	2	65	33.27810650887574
2		5	2	1	110		29	2	62	20.117065556711758
1		5	8	2	150		37	1	68	22.80493079584775
3		5	8	2	190		37	2	68	28.886245674740483
2	1.0	6	2	1	260		37	1	74	33.37837837837838
2		5	8	1	180		79	1	68	27.3659169550173
5		5	8	1	192		73	1	68	29.19031141868512
1		5	5	2	140		35	2	65	23.294674556213018
1		6	1	2	212		52	1	73	27.96697316569713
3		6	3	2	210		50	1	75	26.245333333333335
1	1.0	5	6	1	150		56	2	66	24.207988980716255
4		5	7	2	300		51	2	67	46.98151035865448
3	1.0	5	2	2	140		48	2	62	25.60353798126951
3		5	5	2	155		66	2	65	25.790532544378696
4		5	6	2	180		20	1	66	29.049586776859506
3		5	5	2	120		53	2	65	19.966863905325443
3	1.0	5	3	2	140		89	2	63	24.797178130511462
2		5	5	1	150		57	2	65	24.958579881656807
2		5	11	2	185		58	1	71	25.799444554651853
1		6	0	2	210		32	1	72	28.47800925925926
3		6	4	2	280		64	1	76	34.078947368421055
2		5	5	1	120		29	2	65	19.966863905325443
2		5	3	2	135		20	2	63	23.911564625850342
2		5	9	2	135		18	1	69	19.93383742911153
3		5	2	2	180		37	2	62	32.91883454734651
3		5	10	1	242		69	1	70	34.71959183673469
2		5	8	1	170		38	2	68	25.84558823529412
3		5	7	2	165		40	2	67	25.83983069725997
2		5	6	1	180		39	2	66	29.049586776859506
3		6	0	1	239		33	1	72	32.410686728395056
1		5	9	1	180		28	1	69	26.578449905482042
3		5	4	1	170		67	2	64	29.17724609375
2		5	8	2	230		42	1	68	34.96756055363322
3		5	10	1	175		42	1	70	25.107142857142854
2		6	0	2	190		33	1	72	25.76581790123457
4		5	2	2	190		26	2	62	34.74765868886577
2	1.0	5	11	1	160		47	1	71	22.313033128347552
3	1.0	5	2	1	180		47	2	62	32.91883454734651
4	2.0	5	1	2	146		69	2	61	27.583445310400432
3		5	0	1	146		87	2	60	28.510555555555555
2		5	5	2	125		21	2	65	20.798816568047336
4	2.0	6	4	2	240	225.0	32	1	76	29.210526315789473
3		5	5	2	125		25	2	65	20.798816568047336
4		6	2	1	244		44	1	74	31.324324324324326
2		6	0	1	186		49	1	72	25.22337962962963
3		5	11	2	173		37	1	71	24.125967070025787
5		5	3	2	250		29	2	63	44.280675233056186
3		5	8	1	175		38	2	68	26.605752595155707
1	1.0	5	7	2	130		40	2	67	20.35865448875028
1		5	3	2	100		83	2	63	17.712270093222475
1		5	6	2	135		35	2	66	21.787190082644628
2	1.0	5	9	2	220		19	1	69	32.48477210670028
2	2.0	6	0	1	290		40	1	72	39.326774691358025
1		5	8	2	200		32	1	68	30.406574394463664
1		5	8	1	130		45	2	68	19.764273356401386
2		5	7	2	190		70	2	67	29.754956560481176
3		5	9	1	145		40	1	69	21.41041797941609
1		6	2	1	184		44	1	74	23.62162162162162
1		5	3	1	115		45	2	63	20.369110607205844
3	9.0	5	9	1	190		39	1	69	28.0550304557866
4	2.0	5	6	1	125		62	2	66	20.173324150596876
4		5	10	1	232		43	1	70	33.284897959183674
2		5	11	1	214		67	1	71	29.84368180916485
4		5	5	2	132		73	2	65	21.96355029585799
3		5	0	2	110		79	2	60	21.480555555555554
4	1.0	5	10	1	145		83	1	70	20.803061224489795
1		5	8	2	160		47	2	68	24.325259515570938
3		6	3	1	195		40	1	75	24.370666666666665
2		5	5	2	119		42	2	65	19.800473372781063
3		5	1	2	141		68	2	61	26.638806772373016
2		5	5	1	155		52	2	65	25.790532544378696
2		5	2	2	160		35	2	62	29.261186264308012
3	1.0	5	2	1	160		40	2	62	29.261186264308012
2		5	6	1	155		48	2	66	25.01492194674013
3	2.0	6	1	1	190		53	1	73	25.064740101332333
2	1.0	5	5	2	125		70	2	65	20.798816568047336
3	1.0	5	10	2	195		40	1	70	27.976530612244897
3		5	0	2	105		71	2	60	20.504166666666666
5		6	0	1	159		72	1	72	21.561921296296298
3	1.0	5	4	1	215		74	2	64	36.900634765625
3	1.0	6	0	1	180		33	1	72	24.409722222222225
1		6	2	1	205		55	1	74	26.31756756756757
4		5	6	2	175		28	2	66	28.242653810835627
3		5	4	2	132		77	2	64	22.6552734375
2		5	0	2	105		70	2	60	20.504166666666666
2		5	1	1	127		28	2	61	23.993818865896266
1		6	3	2	175		27	1	75	21.87111111111111
2		5	6	1	134		48	2	66	21.625803489439853
1		6	0	2	195		41	1	72	26.44386574074074
1		6	0	2	180		18	1	72	24.409722222222225
1		5	5	2	160		40	2	65	26.622485207100592
3		5	2	1	100		21	2	62	18.28824141519251
1		5	6	1	115		38	2	66	18.559458218549125
2		6	0	2	185		47	1	72	25.087770061728396
3		5	10	1	165		51	2	70	23.672448979591838
2		5	9	1	164		61	1	69	24.21592102499475
4		5	2	1	158		63	2	62	28.89542143600416
3		5	2	2	132		77	2	62	24.14047866805411
2		5	4	1	129		74	2	64	22.140380859375
5	1.0	5	5	2	150		77	2	65	24.958579881656807
2	1.0	6	2	2	198		22	1	74	25.41891891891892
1		5	1	1	170		56	2	61	32.117710292932
3		6	3	2	250		40	1	75	31.244444444444447
3		5	9	1	200		66	1	69	29.531611006091154
3	2.0	6	2	2	190		38	1	74	24.39189189189189
2		5	2	2	137		32	2	62	25.054890738813736
3		5	4	2	131		32	2	64	22.483642578125
1		5	4	1	155		70	1	64	26.602783203125
2		6	2	2	175		18	1	74	22.466216216216218
1		5	7	2	135		26	2	67	21.14167966139452
5		5	2	1	112		58	2	62	20.48283038501561
1		5	1	2	180		25	2	61	34.006987368986834
1		5	3	1	130		46	2	63	23.025951121189216
1		5	3	1	140		43	2	63	24.797178130511462
2		5	4	1	130		71	2	64	22.31201171875
4		5	5	1	135		72	2	65	22.46272189349112
3		5	1	2	92		51	2	61	17.38134909970438
2		5	3	2	120		35	2	63	21.25472411186697
4		5	7	2	240		22	2	67	37.58520828692359
3		6	3	1	190		61	1	75	23.745777777777775
3		5	4	2	150		50	2	64	25.74462890625
3	2.0	5	7	1	165		65	1	67	25.83983069725997
4		5	4	2	179		54	2	64	30.721923828125
2		5	6	1	130		52	2	66	20.980257116620752
2		5	4	1	162		82	2	64	27.80419921875
1		5	9	2	180		34	1	69	26.578449905482042
2		5	4	2	125		25	2	64	21.453857421875
4		5	7	1	215		75	2	67	33.67008242370238
2		5	5	1	146		33	2	65	24.293017751479287
3	2.0	5	0	1	190		60	2	60	37.102777777777774
1		5	6	1	150		23	2	66	24.207988980716255
1		5	7	2	130		46	2	67	20.35865448875028
3		5	11	2	185		80	1	71	25.799444554651853
2		5	5	1	140		41	2	65	23.294674556213018
2		5	6	1	178		58	2	66	28.726813590449954
1		6	2	2	180		26	1	74	23.10810810810811
2		5	2	1	145		61	2	62	26.51795005202914
2		5	4	2	120		67	2	64	20.595703125
4		5	2	1	165		42	2	62	30.17559833506764
2		6	3	1	200		46	1	75	24.995555555555555
3		5	4	2	135		23	2	64	23.170166015625
2		5	11	1	196		57	1	71	27.333465582225745
1		5	2	2	111		36	2	62	20.299947970863684
3		5	9	1	150		75	1	69	22.148708254568366
2		6	0	2	170		38	1	72	23.053626543209877
1		5	5	2	130		31	2	65	21.630769230769232
3	1.0	6	0	2	230	200.0	35	1	72	31.190200617283953
3		5	9	2	165		57	1	69	24.363579080025207
4		5	1	2	175		75	2	61	33.06234883095942
3		5	9	1	150		84	1	69	22.148708254568366
3		4	11	2	170		39	2	59	34.33208848032175
4	1.0	5	1	2	145		81	2	61	27.39451760279495
1		5	5	1	142		59	2	65	23.627455621301774
2		5	5	2	146		66	2	65	24.293017751479287
3		5	6	1	166		45	1	66	26.790174471992653
1		5	4	2	140		45	2	64	24.0283203125
1		5	9	2	185		38	1	69	27.31674018063432
3		5	7	1	120		25	2	67	18.792604143461794
1		5	1	2	121		25	2	61	22.860252620263367
1		5	6	1	140		42	2	66	22.594123048668507
2		6	2	1	200		21	1	74	25.675675675675674
3		5	11	1	275		21	1	71	38.35052568934735
3		6	0	2	185		18	1	72	25.087770061728396
1	2.0	5	8	1	150		43	2	68	22.80493079584775
1	2.0	6	5	1	372	235.0	43	1	77	44.1079440040479
1		5	11	1	205		63	1	71	28.5885736956953
3		5	7	2	145		54	2	67	22.707730006683004
2		5	4	2	146		63	2	64	25.05810546875
3		5	1	1	126		44	2	61	23.804891158290783
4		5	3	1	130		84	2	63	23.025951121189216
2		5	11	1	160		36	1	71	22.313033128347552
4		5	6	1	175		59	1	66	28.242653810835627
4		5	6	2	165		63	1	66	26.62878787878788
2		5	5	2	170		50	2	65	28.286390532544377
3		5	0	2	118		52	2	60	23.04277777777778
1		5	9	2	210		34	1	69	31.008191556395715
5	2.0	5	1	1	140		54	2	61	26.449879064767536
2		5	3	2	108		20	2	63	19.12925170068027
2		5	6	1	120		30	2	66	19.366391184573004
2	1.0	5	5	2	190		72	2	65	31.614201183431952
3		5	9	2	127		69	1	69	18.752572988867886
2		5	0	2	129		50	2	60	25.190833333333334
1		5	10	2	170		31	1	70	24.389795918367348
3	1.0	6	1	1	210	195.0	39	1	73	27.70313379620942
1		5	4	1	119		50	2	64	20.424072265625
2	1.0	5	6	2	156		55	2	66	25.176308539944905
3		5	2	1	215		25	2	62	39.31971904266389
3	2.0	5	11	1	198		64	1	71	27.612378496330095
2		5	7	2	160		45	2	67	25.05680552461573
3		5	0	2	160		75	2	60	31.244444444444447
2		5	8	2	185		35	2	68	28.126081314878896
2	9.0	5	5	2	124		71	2	65	20.63242603550296
4		6	0	1	175		69	1	72	23.731674382716047
1		5	1	1	130		40	2	61	24.56060198871271
1		5	6	2	220		42	2	66	35.505050505050505
4		5	7	1	173		74	1	67	27.092670973490755
2	1.0	5	4	1	135	125.0	48	2	64	23.170166015625
2		6	2	1	198		32	1	74	25.41891891891892
2		5	8	2	145		45	2	68	22.044766435986162
1		5	8	1	180		56	2	68	27.3659169550173
2		5	7	2	165		44	1	67	25.83983069725997
3		5	11	1	200		22	1	71	27.891291410434434
2		5	2	2	180		37	2	62	32.91883454734651
4		5	4	1	145		82	2	64	24.886474609375
1		5	3	2	230		26	2	63	40.73822121441169
3		5	10	2	180		86	1	70	25.82448979591837
5		6	0	2	185		81	1	72	25.087770061728396
4		5	4	2	175		72	2	64	30.035400390625
3		6	4	2	225		24	1	76	27.384868421052634
3		6	1	1	175		61	1	73	23.08594483017452
2		5	9	1	210		46	1	69	31.008191556395715
2		5	6	1	165		37	2	66	26.62878787878788
2		5	10	2	225		60	1	70	32.28061224489796
3		5	11	1	210		23	1	71	29.28585598095616
2		5	5	2	170		54	2	65	28.286390532544377
2		5	5	2	131		39	2	65	21.79715976331361
1	1.0	5	10	1	140		39	2	70	20.085714285714285
3		6	1	1	175		73	1	73	23.08594483017452
2		6	4	1	245		61	1	76	29.819078947368418
3		5	6	2	150		78	2	66	24.207988980716255
3		5	2	1	152		69	2	62	27.798126951092613
2		5	2	2	100		32	2	62	18.28824141519251
2	1.0	5	9	1	180		50	2	69	26.578449905482042
3		5	7	1	165		49	2	67	25.83983069725997
2		5	7	2	125		43	2	67	19.575629316106035
2		5	6	2	165		26	2	66	26.62878787878788
3	2.0	5	5	2	160		29	1	65	26.622485207100592
3		5	7	2	116		72	2	67	18.166184005346402
3		5	8	1	165		24	2	68	25.085423875432525
1		5	9	2	164		59	1	69	24.21592102499475
3		5	5	2	135		35	2	65	22.46272189349112
4		5	5	1	120		61	2	65	19.966863905325443
3		6	2	1	230		43	1	74	29.527027027027028
3		5	4	1	125		44	2	64	21.453857421875
2		5	8	1	135		53	2	68	20.524437716262977
3		5	3	2	145		9	2	63	25.68279163517259
4	1.0	4	10	1	118		28	2	58	24.659334126040427
2		5	1	1	140		41	2	61	26.449879064767536
2		5	6	2	183		38	2	66	29.53374655647383
1		6	2	2	265		49	1	74	34.02027027027027
1		5	5	2	220		44	2	65	36.605917159763315
4	1.0	5	7	2	340		42	2	67	53.245711739808414
3		5	6	2	220		30	2	66	35.505050505050505
3		6	1	2	173		77	1	73	22.82210546068681
2		6	0	2	180		34	1	72	24.409722222222225
2		5	2	2	149		77	2	62	27.249479708636837
3	1.0	5	6	2	175		26	2	66	28.242653810835627
2		6	1	2	230		69	1	73	30.34152749108651
2		5	3	1	155		59	2	63	27.454018644494834
2		5	2	1	115		43	2	62	21.031477627471386
1		6	1	2	190		40	1	73	25.064740101332333
1		5	5	2	160		37	2	65	26.622485207100592
2		6	7	2	225		66	1	79	25.34449607434706
4		5	10	2	175		83	1	70	25.107142857142854
1	1.0	5	3	2	160		69	2	63	28.339632149155957
2		5	5	2	200		70	2	65	33.27810650887574
5		5	7	1	160		38	1	67	25.05680552461573
2		5	2	2	165		36	2	62	30.17559833506764
1		5	6	2	119		47	2	66	19.205004591368226
2	1.0	5	3	2	170	140.0	39	2	63	30.110859158478206
2		5	7	2	155		58	2	67	24.273780351971485
3		5	6	2	180		78	2	66	29.049586776859506
1		5	9	2	150		30	2	69	22.148708254568366
3		5	0	2	140		72	2	60	27.33888888888889
1		5	8	1	160		23	1	68	24.325259515570938
3		5	0	1	108		24	2	60	21.09
1		5	11	2	175		49	1	71	24.404879984130133
2		5	9	2	170		24	1	69	25.101869355177485
1		5	6	1	158		63	2	66	25.499081726354454
3		5	5	1	145		26	2	65	24.12662721893491
2		5	9	2	160		47	1	69	23.625288804872927
4		5	9	1	170		72	1	69	25.101869355177485
1		5	5	2	128		42	2	65	21.297988165680472
2		5	5	2	147		41	2	65	24.45940828402367
2		5	3	2	125		37	2	63	22.140337616528093
1		4	10	2	110		26	2	58	22.987514863258028
4		5	9	2	203		84	2	69	29.974585171182525
4		5	4	2	250		47	2	64	42.90771484375
3		6	6	2	240		35	1	78	27.731755424063117
5		5	10	2	185		38	1	70	26.541836734693877
2	1.0	5	3	2	125		35	2	63	22.140337616528093
3	2.0	6	0	2	215		48	1	72	29.15605709876543
3		5	4	1	190		33	2	64	32.60986328125
2		6	0	1	200		39	1	72	27.12191358024691
1		5	8	1	145		35	1	68	22.044766435986162
2		5	4	1	170		49	1	64	29.17724609375
3		5	0	2	120		22	2	60	23.433333333333334
2	1.0	5	5	1	135		24	1	65	22.46272189349112
2		6	1	2	155		28	1	73	20.447551135297427
4		5	10	2	145		33	1	70	20.803061224489795
4		5	6	1	180		41	1	66	29.049586776859506
4		5	6	2	171		75	1	66	27.59710743801653
1		5	5	2	125		28	2	65	20.798816568047336
4		5	4	2	230		33	1	64	39.47509765625
2		5	6	2	125		61	2	66	20.173324150596876
2		5	8	2	185		24	1	68	28.126081314878896
4		5	8	2	280		36	1	68	42.569204152249135
5		5	5	1	210		59	2	65	34.94201183431952
2		5	6	2	175		45	1	66	28.242653810835627
1		5	11	1	205		40	1	71	28.5885736956953
3	1.0	6	4	2	290	240.0	26	1	76	35.296052631578945
1		5	8	1	170		40	2	68	25.84558823529412
3		5	7	2	112		20	2	67	17.53976386723101
3		6	0	2	170		45	1	72	23.053626543209877
2		5	0	2	128		91	2	60	24.995555555555555
3		5	3	1	150		60	2	63	26.56840513983371
1	1.0	6	0	2	250		47	1	72	33.90239197530864
1		5	8	2	160		30	1	68	24.325259515570938
2		5	9	1	160		39	2	69	23.625288804872927
2		5	0	2	150		44	2	60	29.291666666666664
2		5	9	2	185		35	1	69	27.31674018063432
2		5	4	2	143		22	2	64	24.543212890625
4		5	8	1	200		41	1	68	30.406574394463664
3		5	0	2	230		68	2	60	44.913888888888884
1		5	9	1	165		41	1	69	24.363579080025207
2		6	7	1	290		38	1	79	32.66623938471399
2	1.0	6	3	2	185	180.0	41	1	75	23.120888888888892
3		5	8	1	170		26	1	68	25.84558823529412
3		5	4	1	185		79	1	64	31.751708984375
3	2.0	5	8	2	170		22	2	68	25.84558823529412
2		5	1	2	136		92	2	61	25.694168234345607
2		6	1	2	195		29	1	73	25.724338525051607
3		5	8	2	172		68	2	68	26.149653979238757
2		5	9	2	150		47	1	69	22.148708254568366
3		5	10	1	190		60	1	70	27.259183673469387
2		5	3	2	115		30	2	63	20.369110607205844
3		5	9	2	175		83	1	69	25.84015963032976
